Категория 1;Категория 2;Категория 3;Категория 4;Товар;Бренд;Артикул завод;Корпус;;Диаметр индуктивного датчика;;;;;Рабочий диапазон мм.;;;;;Тип монтажа;;Тип выходного сигнала;;;;Функция контакта;;;Присоединение;;Питание индуктивных датчиков;;Количество фаз;;Ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;Вход;;;;Выход;;;;;;;Со встроенным радиатором;Реверсивные;Для коммутации постоянного тока;Аксессуары;;;Диамер разъёма;;Длина кабеля;;;;;;;Типа разъёма;;Диаметры и тип переходника;;;Количество pin;;;;Конфигурация;;Вид монтажа;;Цена;Наличие;Доставка;Фото;Datasheet;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BPSZW2K;SICK;IME08-02BPSZW2K;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;;Нормально закрытый (NO);;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BPSZW2S;SICK;IME08-02BPSZW2S;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;;Нормально закрытый (NO);;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNSZW2S;SICK;IME08-04NNSZW2S;Цилиндрический;;;М8;;;;;2…4;;;;;Выступающий;;NPN;;;;Нормально закрытый (NO);;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPOZW2S;SICK;IME08-04NPOZW2S;Цилиндрический;;;М8;;;;;2…4;;;;;Выступающий;PNP;;;;Нормально закрытый (NC);;;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-2N5PSZW2K;SICK;IME08-2N5PSZW2K;Цилиндрический;;;М8;;;;;2…4;;;;;Выступающий;PNP;;;;;Нормально закрытый (NO);;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME12-02BPOZC0S;SICK;IME12-02BPOZC0S;Цилиндрический;;;;М12;;;;2…4;;;;Скрытый (заподлицо);Выступающий;PNP;;;;Нормально закрытый (NC);;;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME12-02BPSZC0K;SICK;IME12-02BPSZC0K;Цилиндрический;;;;М12;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;;Нормально закрытый (NO);;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME12-04BNOZC0K;SICK;IME12-04BNOZC0K;Цилиндрический;;;;М12;;;;2…4;;;;Скрытый (заподлицо);;;NPN;;;Нормально закрытый (NC);;;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME12-04BPOZW2S;SICK;IME12-04BPOZW2S;Цилиндрический;;;;М12;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;Нормально закрытый (NC);;;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME12-04NNSZC0K;SICK;IME12-04NNSZC0K;Цилиндрический;;;;М12;;;;2…4;;;;;Выступающий;;NPN;;;;Нормально закрытый (NO);;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME12-08NPSZW2S;SICK;IME12-08NPSZW2S;Цилиндрический;;;;М12;;;;;5…8;;;;Выступающий;PNP;;;;;Нормально закрытый (NO);;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BNOZW2K;SICK;IME08-02BNOZW2K;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;;NPN;;;Нормально закрытый (NC);;;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BNOZW2S;SICK;IME08-02BNOZW2S;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;;NPN;;;Нормально закрытый (NC);;;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BNSZT0K;SICK;IME08-02BNSZT0K;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;;NPN;;;;Нормально закрытый (NO);;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BNSZT0S;SICK;IME08-02BNSZT0S;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;;NPN;;;;Нормально закрытый (NO);;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BNSZW2S;SICK;IME08-02BNSZW2S;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;;NPN;;;;Нормально закрытый (NO);;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BPOZT0K;SICK;IME08-02BPOZT0K;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;Нормально закрытый (NC);;;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BPOZT0S;SICK;IME08-02BPOZT0S;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;Нормально закрытый (NC);;;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BPOZW2K;SICK;IME08-02BPOZW2K;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;Нормально закрытый (NC);;;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BPOZW2S;SICK;IME08-02BPOZW2S;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;PNP;;;;Нормально закрытый (NC);;;Кабель;;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-02BPSZT0K;SICK;IME08-02BPSZT0K;Цилиндрический;;;М8;;;;;2…4;;;;Скрытый (заподлицо);;;;;;;;;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNOZT0K;SICK;IME08-04NNOZT0K;Цилиндрический;;;М8;;;;;2…4;;;;;Выступающий;;NPN;;;Нормально закрытый (NC);;;;Разъём;Постоянный ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNOZT0S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNOZW2K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNOZW2S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNSZT0K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNSZT0S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NNSZW2K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPOZT0K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPOZT0S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPOZW2K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPSZT0K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPSZT0S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPSZW2K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-04NPSZW2S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-1B5NOZT0K;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-1B5NOZT0S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IME08-1B5NOZT0S;SICK;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
